start_date,start_station_code,end_date,end_station_code,duration_sec,is_member,yearid
2016-07-19 21:01:00,59,2016-07-19 21:28:00,85,1620.0,0,2016
2016-11-14 21:29:00,9,2016-11-14 21:36:00,85,420.0,0,2016
2016-08-03 03:33:00,85,2016-08-03 04:22:00,85,2940.0,0,2016
2016-09-21 12:42:00,41,2016-09-21 12:56:00,42,840.0,0,2016
2016-02-10 00:23:00,13,2016-02-10 00:25:00,42,120.0,0,2016
2016-10-13 12:47:00,15,2016-10-13 12:53:00,42,360.0,0,2016
2016-11-13 06:02:00,5,2016-11-13 06:16:00,42,840.0,0,2016
2016-07-13 22:03:00,125,2016-07-13 22:12:00,42,540.0,0,2016
2016-09-21 16:51:00,59,2016-09-21 16:59:00,42,480.0,0,2016
2016-02-10 01:29:00,42,2016-02-10 01:39:00,42,600.0,0,2016
2016-01-10 16:19:00,34,2016-01-10 16:24:00,42,300.0,0,2016
2016-10-13 23:01:00,26,2016-10-13 23:04:00,42,180.0,0,2016
2016-12-19 17:39:00,48,2016-12-19 17:46:00,42,420.0,0,2016
2016-07-06 01:04:00,13,2016-07-06 01:19:00,42,900.0,0,2016
2016-10-14 21:19:00,102,2016-10-14 21:24:00,42,300.0,0,2016
2016-08-03 21:35:00,125,2016-08-03 21:48:00,42,780.0,0,2016
2016-10-18 12:36:00,15,2016-10-18 12:43:00,42,420.0,0,2016
2016-09-21 02:17:00,34,2016-09-21 02:23:00,42,360.0,0,2016
2016-07-11 16:27:00,48,2016-07-11 16:36:00,42,540.0,0,2016
2016-10-21 22:09:00,48,2016-10-21 22:14:00,42,300.0,0,2016
2016-11-14 16:44:00,93,2016-11-14 16:56:00,42,720.0,0,2016
2016-10-11 13:05:00,42,2016-10-11 13:21:00,42,960.0,0,2016
2016-10-16 19:53:00,150,2016-10-16 20:07:00,49,840.0,0,2016
2016-10-16 21:12:00,75,2016-10-16 21:28:00,49,960.0,0,2016
2016-10-27 14:06:00,102,2016-10-27 14:11:00,49,300.0,0,2016
2016-07-06 22:07:00,49,2016-07-06 23:10:00,49,3780.0,0,2016
2016-09-21 16:41:00,131,2016-09-21 16:55:00,49,840.0,0,2016
2016-08-13 02:21:00,151,2016-08-13 03:02:00,49,2460.0,0,2016
2016-11-22 14:01:00,42,2016-11-22 14:06:00,49,300.0,0,2016
2016-10-14 13:54:00,59,2016-10-14 14:00:00,49,360.0,0,2016
2016-01-11 13:11:00,42,2016-01-11 13:16:00,49,300.0,0,2016
2016-10-18 16:59:00,13,2016-10-18 17:08:00,49,540.0,0,2016
2016-09-24 20:09:00,26,2016-09-24 20:17:00,49,480.0,0,2016
2016-10-13 18:05:00,102,2016-10-13 18:13:00,49,480.0,0,2016
2016-06-11 00:36:00,132,2016-06-11 00:54:00,49,1080.0,0,2016
2016-07-11 20:39:00,181,2016-07-11 20:56:00,49,1020.0,0,2016
2016-10-27 15:36:00,11,2016-10-27 15:40:00,49,240.0,0,2016
2016-09-10 13:45:00,42,2016-09-10 13:50:00,49,300.0,0,2016
2016-07-11 16:03:00,11,2016-07-11 16:07:00,49,240.0,0,2016
2016-09-04 01:52:00,26,2016-09-04 01:59:00,49,420.0,0,2016
2016-10-18 17:47:00,49,2016-10-18 17:50:00,49,180.0,0,2016
2016-11-22 13:41:00,55,2016-11-22 13:49:00,49,480.0,0,2016
2016-08-03 13:41:00,48,2016-08-03 13:50:00,49,540.0,0,2016
2016-07-06 12:17:00,42,2016-07-06 12:25:00,125,480.0,0,2016
2016-08-09 11:45:00,101,2016-08-09 12:04:00,125,1140.0,0,2016
2016-09-21 21:49:00,125,2016-09-21 21:50:00,125,60.0,0,2016
2016-10-13 20:45:00,75,2016-10-13 20:48:00,125,180.0,0,2016
2016-01-11 13:21:00,26,2016-01-11 13:28:00,125,420.0,0,2016
2016-09-21 12:23:00,132,2016-09-21 12:45:00,125,1320.0,0,2016
2016-02-10 06:34:00,75,2016-02-10 06:42:00,125,480.0,0,2016
2016-11-17 14:18:00,26,2016-11-17 14:24:00,125,360.0,0,2016
2016-10-13 11:07:00,9,2016-10-13 11:14:00,125,420.0,0,2016
2016-11-22 17:56:00,75,2016-11-22 18:01:00,125,300.0,0,2016
2016-11-19 23:51:00,132,2016-11-19 23:55:00,125,240.0,0,2016
2016-07-22 17:11:00,26,2016-07-22 17:20:00,125,540.0,0,2016
2016-11-17 01:09:00,36,2016-11-17 01:17:00,125,480.0,0,2016
2016-11-22 13:08:00,101,2016-11-22 13:24:00,125,960.0,0,2016
2016-01-11 20:47:00,125,2016-01-11 20:49:00,125,120.0,0,2016
2016-07-31 19:26:00,34,2016-07-31 19:34:00,55,480.0,0,2016
2016-10-13 19:51:00,54,2016-10-13 20:04:00,55,780.0,0,2016
2016-09-10 14:51:00,55,2016-09-10 16:44:00,55,6780.0,0,2016
2016-10-27 01:11:00,11,2016-10-27 01:21:00,55,600.0,0,2016
2016-10-18 20:51:00,5,2016-10-18 21:10:00,55,1140.0,0,2016
2016-10-11 00:24:00,34,2016-10-11 00:33:00,55,540.0,0,2016
2016-09-04 14:46:00,15,2016-09-04 14:55:00,55,540.0,0,2016
2016-10-23 16:46:00,11,2016-10-23 16:53:00,55,420.0,0,2016
2016-10-11 22:45:00,102,2016-10-11 23:00:00,55,900.0,0,2016
2016-10-23 20:26:00,54,2016-10-23 20:35:00,55,540.0,0,2016
2016-07-22 01:20:00,101,2016-07-22 01:29:00,82,540.0,0,2016
2016-12-16 20:20:00,5,2016-12-16 20:34:00,24,840.0,0,2016
2016-01-11 23:23:00,125,2016-01-11 23:36:00,82,780.0,0,2016
2016-09-10 21:05:00,24,2016-09-10 21:14:00,82,540.0,0,2016
2016-01-10 05:13:00,33,2016-01-10 05:18:00,82,300.0,0,2016
2016-07-22 13:04:00,13,2016-07-22 13:11:00,102,420.0,0,2016
2016-11-14 00:53:00,48,2016-11-14 00:55:00,102,120.0,0,2016
2016-07-11 22:14:00,5,2016-07-11 22:27:00,24,780.0,0,2016
2016-10-29 18:36:00,15,2016-10-29 18:45:00,102,540.0,0,2016
2016-10-11 13:52:00,138,2016-10-11 14:03:00,102,660.0,0,2016
2016-07-11 15:42:00,125,2016-07-11 15:56:00,82,840.0,0,2016
2016-10-18 21:16:00,5,2016-10-18 21:28:00,82,720.0,0,2016
2016-08-03 11:46:00,54,2016-08-03 11:54:00,102,480.0,0,2016
2016-11-17 22:54:00,5,2016-11-17 23:05:00,82,660.0,0,2016
2016-01-10 07:29:00,159,2016-01-10 07:36:00,82,420.0,0,2016
2016-08-09 20:42:00,102,2016-08-09 20:44:00,102,120.0,0,2016
2016-01-11 12:39:00,24,2016-01-11 12:47:00,82,480.0,0,2016
2016-01-11 19:53:00,5,2016-01-11 19:59:00,24,360.0,0,2016
2016-11-19 07:21:00,125,2016-11-19 07:36:00,82,900.0,0,2016
2016-07-13 14:51:00,33,2016-07-13 15:07:00,102,960.0,0,2016
2016-11-14 13:05:00,49,2016-11-14 13:22:00,82,1020.0,0,2016
2016-07-11 12:58:00,101,2016-07-11 13:15:00,102,1020.0,0,2016
2016-10-13 19:53:00,82,2016-10-13 20:13:00,82,1200.0,0,2016
