code,name,latitude,longitude,yearid
6039,McGill / des Récollets,45.500779,-73.558826,2015
6081,St-Alexandre / Ste-Catherine,45.50537693,-73.56761949999999,2017
7039,du Mont-Royal / Augustin-Frigon,45.54376315111747,-73.56772005558014,2017
6176,St-André / Duluth,45.523171000000005,-73.573431,2017
6096,Lucien L'Allier / St-Jacques,45.49356916133978,-73.56857568025589,2017
6065,de la Montagne / Sherbrooke,45.4996771,-73.57884854,2015
6257,de St-Vallier / St-Zotique,45.53626117851967,-73.60754549503326,2017
6124,Poupart / Ontario,45.53193889278052,-73.55343863368034,2017
6335,du Rosaire / St-Hubert,45.54467,-73.621581,2017
6436,Côte St-Antoine / Clarke,45.48645209646392,-73.59523415565491,2016
6230,Waverly / St-Viateur,45.52402527115221,-73.6004215478897,2016
6156,Marie-Anne / de la Roche,45.52773841379083,-73.5762494802475,2015
6374,Laurier / 15e avenue,45.55321515888218,-73.569495677948,2017
6175,St-André / Cherrier,45.52054115838411,-73.5677509009838,2017
6085,Notre-Dame / Peel,45.4952,-73.56328,2016
6925,des Écores / Jean-Talon,45.55244260913486,-73.60300183296205,2015
6133,Terrasse Mercure / Fullum,45.53569002831637,-73.56592297554015,2017
6915,Alma / Beaubien,45.53237205692519,-73.60643248568522,2015
6745,d'Outremont / Ogilvy,45.526856,-73.626672,2015
6047,University / Prince-Arthur,45.50766169576538,-73.57885992183583,2017
6265,Parthenais / Laurier,45.539259,-73.577338,2015
6191,St-Zotique / Clark,45.531401,-73.612674,2017
6386,Métro Préfontaine (Moreau / Hochelaga),45.5414350841351,-73.55431437492369,2016
6924,de Bordeaux / Jean-Talon,45.54975479298636,-73.60556602478026,2017
6735,François-Perrault / L.-O.-David,45.56129965944617,-73.6014300584793,2017
6369,West Broadway / Sherbrooke,45.45635829051657,-73.64013027457986,2015
6021,de l'Hôtel-de-Ville / Sherbrooke,45.51453083866944,-73.56847107410431,2016
5002,St-Charles / Montarville,45.5337032869385,-73.51528286933898,2017
6926,Marie-Anne / St-Hubert,45.524634000000006,-73.578755,2015
6037,St-Nicolas / Place d'Youville,45.50197437877896,-73.55515658855437,2015
6929,St-André / St-Grégoire,45.53133,-73.59155,2015
6082,6e avenue / Rosemont,45.550613,-73.582883,2015
7042,Alexandra / Jean Talon,45.53233064590805,-73.62018674612045,2017
